pokemon_names,pokemon_cute,multiple_pokes_in_pic,photo_contrast_level,pokes_size_in_frame,looks_fluffy,original_image_source
Gothita,False,False,Low,Small,False,Pixiv
Sawk,False,False,Low,Large,True,Pixiv
Ninjask,False,False,High,Large,True,Twitter
Lampent,False,False,High,Large,False,Pixiv
Wormadam,False,True,High,Small,True,Pixiv
Slurpuff,False,False,High,Small,True,Pixiv
Mudsdale,False,False,Low,Small,False,Twitter
Onix,False,False,Low,Large,True,Pixiv
Nidorina,False,False,High,Large,True,Twitter
Frillish,False,True,Low,Small,True,Pixiv
Ivysaur,False,False,Low,Small,False,Pixiv
Mantyke,False,False,Low,Large,False,Twitter
Pikachu,True,False,High,Large,True,Pixiv
Helioptile,False,False,Low,Large,True,Pixiv
Solrock,False,False,High,Large,False,Pixiv
Mareep,False,False,Low,Large,True,Pixiv
Deerling,False,True,Low,Large,False,Twitter
Tangrowth,False,False,Low,Large,True,Pixiv
Empoleon,False,False,High,Large,False,Twitter
Espeon,False,False,Low,Large,True,Pixiv
Horsea,False,False,Low,Large,False,Pixiv
Foongus,False,False,Low,Small,False,Pixiv
Nidoqueen,False,False,High,Large,True,Twitter
Sylveon,False,False,High,Large,True,Pixiv
Ferroseed,False,False,High,Large,False,Pixiv
Kricketune,False,True,Low,Small,True,Pixiv
Mewtwo,True,False,Low,Small,True,Pixiv
Solrock,False,False,Low,Small,True,Pixiv
Kommo-o,False,False,High,Small,False,Twitter
Cottonee,False,False,High,Large,False,Pixiv
Roggenrola,False,False,Low,Large,False,Pixiv
Archen,False,False,Low,Small,False,Pixiv
Mudbray,False,False,Low,Large,True,Pixiv
Glalie,False,False,High,Small,False,Pixiv
Emboar,False,False,High,Large,False,Twitter
Gogoat,False,False,High,Large,False,Twitter
Linoone,False,False,Low,Small,True,Pixiv
Vulpix,True,True,Low,Small,True,Twitter
Mewtwo,True,False,Low,Large,False,Pixiv
Tangrowth,True,False,Low,Large,False,Twitter
Raticate,False,True,High,Large,True,Twitter
Swinub,False,False,Low,Large,True,Pixiv
Tyranitar,False,False,High,Small,True,Pixiv
Ponyta,False,False,Low,Large,False,Pixiv
Budew,False,True,Low,Small,False,Pixiv
Smoochum,False,False,Low,Small,True,Pixiv
Froakie,False,False,Low,Small,False,Twitter
Stunfisk,False,False,Low,Large,True,Pixiv
Snorunt,False,False,Low,Small,False,Pixiv
Frogadier,False,False,High,Small,True,Twitter
Starmie,False,False,High,Large,True,Pixiv
Gothita,False,False,Low,Large,True,Twitter
Zubat,False,False,Low,Large,True,Twitter
Watchog,False,True,High,Small,True,Pixiv
Starmie,False,True,Low,Large,False,Pixiv
Toxicroak,False,False,High,Small,False,Twitter
Shelgon,False,False,High,Small,True,Twitter
Dustox,False,False,Low,Small,True,Twitter
Leafeon,False,False,Low,Small,False,Pixiv
Happiny,False,False,Low,Small,True,Pixiv
Emolga,True,False,High,Small,True,Twitter
Bulbasaur,False,False,Low,Small,False,Twitter
Xatu,True,False,Low,Large,True,Twitter
Uxie,False,False,High,Large,True,Pixiv
Quilladin,True,False,High,Large,True,Twitter
Seaking,False,False,Low,Large,True,Twitter
Zorua,False,False,High,Small,False,Pixiv
Torterra,False,False,Low,Large,False,Twitter
Purrloin,False,True,High,Small,True,Pixiv
Grovyle,False,False,High,Small,False,Pixiv
Raikou,False,True,High,Small,False,Twitter
Yanma,False,False,Low,Large,True,Twitter
Toxapex,False,True,Low,Small,False,Twitter
Lumineon,False,False,High,Large,False,Pixiv
Houndoom,False,False,Low,Small,False,Pixiv
Hypno,True,True,Low,Large,False,Pixiv
Solgaleo,False,False,Low,Large,False,Twitter
Amoonguss,False,False,High,Small,False,Pixiv
Walrein,False,False,High,Large,True,Pixiv
Delcatty,False,False,High,Large,True,Pixiv
Cloyster,False,False,High,Large,True,Twitter
Taillow,False,False,Low,Large,False,Pixiv
Vulpix,True,False,Low,Small,True,Twitter
Basculin,False,False,Low,Small,False,Twitter
Pikachu,True,False,Low,Small,True,Pixiv
Omanyte,False,False,Low,Small,True,Twitter
Ledian,False,False,High,Large,False,Twitter
Vigoroth,False,False,High,Small,False,Pixiv
Type: Null,False,True,Low,Large,False,Pixiv
Buzzwole,False,True,Low,Small,False,Pixiv
Staryu,False,False,Low,Large,False,Twitter
Kecleon,False,True,Low,Large,False,Pixiv
Omanyte,False,False,Low,Small,True,Pixiv
Gallade,False,False,High,Large,True,Pixiv
Pancham,True,False,Low,Large,True,Pixiv
Beautifly,False,True,Low,Small,True,Pixiv
Chatot,False,False,High,Large,True,Twitter
Keldeo,False,False,Low,Small,True,Pixiv
Larvitar,False,False,High,Small,False,Pixiv
Brionne,False,False,Low,Large,True,Pixiv
Sewaddle,False,True,Low,Large,False,Pixiv
Cubone,False,False,Low,Large,True,Pixiv
Pupitar,False,True,Low,Large,False,Twitter
Blitzle,False,True,Low,Large,False,Pixiv
Vulpix,True,False,Low,Small,False,Pixiv
Gliscor,False,False,High,Large,False,Pixiv
Geodude,False,False,Low,Large,True,Pixiv
Delibird,False,False,High,Small,False,Twitter
Bagon,False,False,Low,Small,False,Twitter
Duskull,False,False,Low,Small,False,Twitter
Goodra,False,False,High,Small,False,Pixiv
Stantler,False,False,High,Large,False,Twitter
Morelull,False,False,Low,Large,True,Twitter
Snivy,False,False,Low,Large,False,Pixiv
Slowking,False,False,High,Large,True,Pixiv
Pinsir,False,False,Low,Small,True,Pixiv
Venonat,False,False,Low,Small,True,Pixiv
Squirtle,True,False,Low,Small,False,Pixiv
Gyarados,False,False,Low,Small,False,Twitter
Sunkern,False,False,Low,Small,True,Twitter
Araquanid,False,False,High,Small,True,Pixiv
Snover,False,False,Low,Large,False,Pixiv
Elgyem,False,True,Low,Large,False,Twitter
Shuckle,False,False,High,Large,False,Pixiv
Cofagrigus,False,False,Low,Large,False,Pixiv
Deerling,False,False,Low,Large,True,Pixiv
Palossand,False,False,High,Large,True,Pixiv
Suicune,True,False,Low,Small,False,Pixiv
Archeops,False,False,High,Large,False,Twitter
Tsareena,False,False,Low,Small,True,Pixiv
Nosepass,False,False,High,Small,True,Pixiv
Skuntank,False,False,Low,Small,True,Pixiv
Yungoos,False,True,Low,Small,True,Twitter
Camerupt,False,True,High,Small,False,Pixiv
Dhelmise,False,False,Low,Small,False,Pixiv
Volcanion,True,False,Low,Small,True,Twitter
Pumpkaboo,False,True,Low,Small,False,Twitter
Vulpix,False,True,Low,Large,True,Pixiv
Pikachu,True,False,Low,Small,False,Pixiv
Sigilyph,False,False,Low,Small,False,Pixiv
Toxapex,False,False,High,Small,True,Twitter
Wailord,False,False,Low,Small,False,Pixiv
Arbok,False,False,Low,Small,False,Pixiv
Combusken,False,True,Low,Small,True,Twitter
Tapu Lele,False,False,Low,Small,False,Twitter
Ninjask,False,False,Low,Large,True,Twitter
Spearow,False,False,Low,Small,False,Pixiv
Rhydon,False,True,Low,Large,False,Twitter
Lairon,False,False,Low,Large,True,Pixiv
Tyrantrum,False,False,High,Large,False,Twitter
Torkoal,False,False,High,Small,False,Pixiv
Relicanth,False,False,High,Large,True,Twitter
Slaking,False,False,High,Large,True,Pixiv
Raticate,False,False,Low,Small,False,Pixiv
Ledyba,False,False,Low,Large,False,Pixiv
Quagsire,True,True,High,Small,True,Pixiv
Typhlosion,False,False,Low,Small,False,Pixiv
Toxicroak,False,False,Low,Large,False,Twitter
Cloyster,True,True,High,Large,True,Pixiv
Meowth,False,False,High,Large,False,Pixiv
Pheromosa,False,False,Low,Large,False,Pixiv
Araquanid,False,False,Low,Large,False,Twitter
Kricketune,False,False,Low,Large,False,Pixiv
Dusknoir,False,False,Low,Large,True,Twitter
Spheal,False,False,Low,Small,False,Pixiv
Slowbro,True,False,High,Small,True, 
Tirtouga,False,True,Low,Small,True,Twitter
Lampent,False,False,High,Large,True,Twitter
Haxorus,False,False,Low,Small,False,Pixiv
Vulpix,True,False,High,Small,False,Pixiv
Bruxish,False,False,Low,Large,False,Pixiv
Doduo,True,True,High,Large,True,Pixiv
Chandelure,True,False,Low,Small,True,Twitter
Elgyem,False,True,High,Large,True,Twitter
Nidoqueen,False,False,Low,Large,True,Pixiv
Eelektrik,False,False,High,Small,True,Twitter
Tangela,False,True,High,Large,False,Pixiv
Throh,False,False,Low,Small,True,Twitter
Popplio,False,False,Low,Large,False,Pixiv
Tauros,False,False,Low,Small,True,Pixiv
Chandelure,False,False,Low,Small,True,Twitter
Wailord,False,False,High,Large,True,Twitter
Metagross,False,True,Low,Small,True,Pixiv
Dugtrio,False,False,High,Small,False,Pixiv
Grimer,False,False,Low,Large,True,Pixiv
Combusken,False,False,Low,Large,False,Pixiv
Klefki,False,False,Low,Small,False,Pixiv
Turtonator,False,False,Low,Small,False,Twitter
Kingdra,False,False,Low,Small,True,Twitter
Buneary,False,False,Low,Small,True,Pixiv
Magby,False,False,Low,Small,False,Pixiv
Emolga,True,False,Low,Small,False,Pixiv
Lillipup,False,False,Low,Small,False,Pixiv
Cofagrigus,False,True,Low,Large,True,Pixiv
Type: Null,True,False,Low,Small,True,Pixiv
Gothita,False,False,Low,Small,True,Twitter
Ducklett,False,False,Low,Small,True,Pixiv
Piloswine,False,False,High,Small,True,Twitter
Gogoat,False,False,Low,Small,True,Pixiv
Pineco,False,False,High,Large,True,Twitter
Bayleef,False,False,Low,Large,False,Twitter
Archen,False,True,Low,Large,True,Pixiv
Electivire,False,False,Low,Small,True,Pixiv
Chikorita,False,True,Low,Large,True,Pixiv
Machop,False,False,Low,Small,True,Pixiv
Larvitar,False,True,Low,Small,True,Pixiv
Feebas,False,False,Low,Small,True,Twitter
Guzzlord,False,False,High,Small,False,Pixiv
Furret,False,False,High,Small,True,Twitter
Accelgor,False,False,Low,Large,False,Twitter
Weedle,False,False,Low,Large,False,Pixiv
Clefable,False,False,High,Large,False,Pixiv
Magmar,False,True,Low,Large,False,Twitter
Vulpix,True,False,Low,Small,False,Pixiv
Serperior,False,False,Low,Large,False,Pixiv
Shedinja,False,False,High,Small,True,Pixiv
Kirlia,False,False,Low,Large,False,Twitter
Meowth,False,False,High,Large,True,Twitter
Mimikyu,False,False,Low,Large,False,Twitter
Blastoise,False,False,High,Small,False,Pixiv
Pidgey,False,False,Low,Small,True,Pixiv
Octillery,False,True,High,Large,True,Twitter
Pikachu,True,False,High,Large,True,Pixiv
Ninetales,False,True,Low,Small,False,Twitter
Ninjask,False,True,High,Large,False,Pixiv
Nidoran♂,False,False,Low,Large,True,Pixiv
Magcargo,False,True,High,Small,True,Pixiv
Cherubi,False,False,Low,Large,True,Pixiv
Braixen,False,False,Low,Large,False,Twitter
Abra,False,False,Low,Small,False,Pixiv
Lairon,False,False,High,Small,True,Pixiv
Linoone,False,True,Low,Large,True,Twitter
Minun,False,False,Low,Large,False,Pixiv
Unown,True,False,Low,Large,True,Twitter
Reuniclus,False,False,High,Small,False,Twitter
Zangoose,False,True,High,Small,True,Pixiv
Wigglytuff,False,False,High,Small,True,Twitter
Ariados,False,False,Low,Small,True,Twitter
Slowbro,True,True,Low,Small,False,Pixiv
Weedle,False,True,Low,Large,True,Pixiv
Vulpix,True,False,High,Small,True,Pixiv
Shinx,True,False,Low,Small,True,Pixiv
Carnivine,False,False,High,Small,True,Twitter
Aerodactyl,False,False,High,Small,False,Twitter
Voltorb,False,False,Low,Small,True,Pixiv
Heracross,False,False,Low,Small,False,Twitter
Gible,False,False,High,Large,True,Twitter
Squirtle,True,False,Low,Small,False,Pixiv
Deoxys,False,True,Low,Large,False,Pixiv
Bruxish,False,True,High,Large,False,Pixiv
Smoochum,False,True,High,Small,True,Pixiv
Dustox,False,False,High,Large,False,Pixiv
Ledian,False,False,Low,Large,False,Twitter
Electrike,True,False,Low,Large,True,Pixiv
Metagross,False,True,Low,Large,False,Twitter
Kyurem,False,False,Low,Small,False,Pixiv
Nosepass,False,False,Low,Large,True,Pixiv
Monferno,False,False,High,Large,False,Pixiv
Squirtle,True,False,High,Small,True,Pixiv
Vulpix,True,False,High,Small,False,Pixiv
Tympole,False,False,Low,Large,False,Pixiv
Mismagius,False,True,Low,Large,True,Pixiv
Mew,True,False,Low,Small,True,Twitter
Seel,False,False,High,Small,False,Twitter
Zoroark,False,True,High,Large,False,Pixiv
Mudbray,False,True,Low,Small,False,Pixiv
Kabutops,False,False,Low,Small,False,Twitter
Servine,False,True,Low,Large,False,Pixiv
Voltorb,False,False,Low,Small,False,Twitter
Numel,False,False,Low,Large,True,Pixiv
Lampent,False,True,Low,Large,False,Twitter
Feebas,False,True,High,Large,True,Pixiv
Braixen,False,False,Low,Large,False,Twitter
Raikou,False,False,High,Small,True,Twitter
Absol,False,False,Low,Small,False,Pixiv
Spheal,True,True,Low,Large,True,Pixiv
Sylveon,False,False,Low,Large,False,Pixiv
Mantine,False,False,Low,Large,True,Twitter
Mew,True,False,High,Small,False,Twitter
Metagross,False,True,High,Small,False,Pixiv
Tauros,False,True,Low,Large,True,Pixiv
Vulpix,True,False,Low,Large,True,Twitter
Oddish,False,False,Low,Large,False,Pixiv
Glameow,False,False,Low,Large,False,Twitter
Pikachu,True,False,Low,Large,True,Twitter
Goldeen,False,False,Low,Large,False,Twitter
Staryu,False,True,High,Large,False,Pixiv
Tyrunt,False,True,Low,Small,False,Pixiv
Squirtle,False,False,High,Small,False,Twitter
Stoutland,True,True,Low,Small,True,Twitter
Finneon,False,False,High,Large,True,Pixiv
Slowpoke,False,False,High,Large,False,Pixiv
Gothita,False,False,Low,Small,False,Pixiv
Empoleon,False,False,Low,Small,False,Pixiv
Bewear,False,False,Low,Small,True,Pixiv
Lampent,False,True,High,Large,False,Pixiv
Bagon,False,True,Low,Small,True,Twitter
Kirlia,False,False,Low,Small,False,Pixiv
Litleo,False,False,Low,Large,True,Twitter
Squirtle,False,False,High,Small,False,Pixiv
Magnemite,False,False,Low,Small,False,Pixiv
Venonat,False,False,Low,Small,True,Pixiv
Silcoon,False,True,High,Large,True,Twitter
Carvanha,False,False,Low,Large,True,Pixiv
Altaria,False,False,Low,Small,False,Pixiv
Landorus,False,True,Low,Small,False,Pixiv
Pangoro,False,False,Low,Large,True,Twitter
Excadrill,False,False,High,Small,False,Pixiv
Emolga,True,False,Low,Large,False,Pixiv
Sigilyph,False,False,Low,Large,True,Pixiv
Slugma,False,True,High,Large,False,Pixiv
Darkrai,False,False,Low,Small,True,Pixiv
Shellder,True,False,Low,Large,True,Pixiv
Venomoth,False,False,Low,Large,False,Pixiv
Arcanine,False,False,Low,Large,True,Pixiv
Emolga,True,False,Low,Small,False,Twitter
Fearow,False,False,Low,Small,False,Pixiv
Pidgeotto,False,False,Low,Large,True,Pixiv
Yungoos,False,False,Low,Large,False,Pixiv
Servine,False,False,Low,Large,False,Twitter
Golduck,False,False,Low,Small,True,Pixiv
Keldeo,False,False,Low,Large,True,Pixiv
Rampardos,True,False,High,Large,True,Pixiv
Grotle,False,True,Low,Small,False,Twitter
Nidoqueen,True,False,Low,Large,True,Pixiv
Sceptile,False,False,High,Small,False,Pixiv
Lunatone,False,False,High,Small,False,Pixiv
Zweilous,False,False,High,Large,False,Pixiv
Shellos,False,True,Low,Large,False,Pixiv
Clefairy,False,True,High,Large,True,Twitter
Haxorus,False,False,Low,Large,False,Twitter
Herdier,False,False,High,Small,True,Pixiv
Victreebel,False,False,High,Large,True,Pixiv
Gothita,False,False,Low,Large,False,Pixiv
Huntail,False,False,Low,Small,False,Pixiv
Vileplume,False,False,Low,Small,False,Pixiv
Amoonguss,False,False,Low,Large,True,Pixiv
Gastly,False,False,High,Large,False,Twitter
Joltik,False,False,Low,Small,True,Pixiv
Seedot,False,True,High,Large,False,Pixiv
Ninjask,False,True,High,Large,False,Pixiv
Marshtomp,False,False,Low,Large,False,Pixiv
Slurpuff,False,False,High,Small,False,Twitter
Smoochum,False,False,Low,Small,True,Twitter
Chandelure,False,False,Low,Large,False,Pixiv
Makuhita,False,False,High,Small,True,Pixiv
Cutiefly,True,False,High,Large,True,Pixiv
Shuckle,False,False,Low,Large,True,Twitter
Venonat,False,True,High,Large,False,Pixiv
Gastrodon,False,False,High,Small,True,Pixiv
Lickilicky,False,False,High,Small,False,Pixiv
Porygon-Z,False,False,Low,Small,True,Pixiv
Yanmega,False,True,High,Small,True,Twitter
Kyurem,False,False,High,Small,False,Twitter
Yamask,True,False,Low,Small,False,Pixiv
Teddiursa,False,False,Low,Small,False,Pixiv
Venipede,False,False,Low,Small,True,Twitter
Dragonair,False,False,High,Large,True,Pixiv
Froslass,False,False,High,Small,True,Twitter
Simisear,False,True,Low,Small,False,Twitter
Toxicroak,False,False,Low,Small,False,Pixiv
Tympole,False,True,Low,Large,True,Twitter
Sandshrew,False,False,Low,Large,False,Twitter
Grubbin,False,False,Low,Large,False,Twitter
Murkrow,False,False,High,Large,False,Twitter
Cyndaquil,False,True,Low,Large,True,Pixiv
Shelmet,False,True,Low,Small,False,Twitter
Spheal,False,False,Low,Small,False,Pixiv
Bruxish,False,True,Low,Large,True,Pixiv
Kyurem,False,False,Low,Large,True,Pixiv
Butterfree,True,False,Low,Large,True,Twitter
Lampent,False,False,High,Large,False,Twitter
Igglybuff,False,False,High,Large,True,Pixiv
Scatterbug,False,True,Low,Small,False,Twitter
Golbat,False,False,Low,Small,False,Twitter
Meowth,False,False,Low,Large,True,Pixiv
Fomantis,True,False,Low,Small,True,Pixiv
Klinklang,False,False,Low,Large,False,Pixiv
Roserade,False,True,High,Small,True,Twitter
Grumpig,False,False,Low,Large,False,Pixiv
Vanillite,False,True,High,Large,False,Pixiv
Vulpix,True,True,Low,Large,True,Pixiv
Ninetales,False,True,High,Large,True,Pixiv
Golem,False,False,High,Large,False,Twitter
Celesteela,False,False,High,Large,True,Pixiv
Squirtle,True,False,Low,Large,False,Twitter
Cyndaquil,False,False,Low,Small,True,Pixiv
Regirock,False,True,High,Small,True,Twitter
Tsareena,False,True,High,Small,True,Pixiv
Staraptor,True,False,Low,Small,True,Pixiv
Torkoal,False,True,High,Small,False,Pixiv
Roggenrola,False,False,Low,Small,False,Pixiv
Carvanha,False,False,High,Large,False,Pixiv
Charmander,True,False,Low,Small,True,Pixiv
Mienfoo,False,True,Low,Large,False,Twitter
Magcargo,False,False,Low,Small,True,Twitter
Hakamo-o,False,False,Low,Large,False,Pixiv
Gligar,False,True,High,Large,True,Pixiv
Petilil,True,False,Low,Small,True,Pixiv
Golduck,False,False,Low,Large,False,Pixiv
Regirock,False,False,Low,Small,False,Pixiv
Ledyba,False,False,High,Large,False,Pixiv
Liepard,False,False,High,Small,False,Pixiv
Munna,False,False,Low,Large,False,Pixiv
Flareon,False,True,Low,Small,False,Twitter
Klefki,False,False,Low,Large,True,Pixiv
Donphan,False,False,High,Small,True,Pixiv
Flareon,False,False,Low,Large,False,Pixiv
Charjabug,False,False,High,Large,False,Pixiv
Incineroar,False,False,Low,Large,True,Pixiv
Vulpix,True,False,High,Small,True,Pixiv
Ferroseed,False,False,High,Small,False,Pixiv
Meowstic,False,True,High,Large,False,Twitter
Deoxys,False,False,High,Large,False,Pixiv
Venusaur,False,False,Low,Small,False,Pixiv
Samurott,False,False,High,Large,True,Pixiv
Xerneas,False,False,High,Large,True,Twitter
Barboach,False,False,High,Large,True,Pixiv
Cherubi,False,False,High,Large,False,Pixiv
Raikou,False,False,Low,Large,True,Pixiv
Leavanny,True,False,Low,Small,False,Pixiv
Phione,False,False,Low,Small,False,Twitter
Servine,False,False,Low,Large,False,Pixiv
Shroomish,False,False,Low,Large,True,Pixiv
Rapidash,False,False,Low,Small,False,Pixiv
Leavanny,False,False,High,Large,True,Pixiv
Clawitzer,False,True,High,Large,True,Twitter
Torterra,False,False,Low,Large,False,Twitter
Grubbin,False,False,High,Large,False,Pixiv
Hippowdon,False,True,Low,Large,False,Pixiv
Chikorita,False,False,High,Large,False,Pixiv
Huntail,False,False,High,Large,False,Pixiv
Klinklang,False,False,Low,Large,False,Twitter
Heliolisk,False,True,Low,Large,True,Twitter
Latias,False,True,High,Small,True,Pixiv
Clamperl,False,False,High,Small,True,Twitter
Qwilfish,False,False,Low,Large,False,Twitter
Uxie,False,False,High,Large,True,Pixiv
Meowth,False,False,High,Small,False,Pixiv
Amaura,False,False,Low,Large,False,Pixiv
Plusle,False,False,High,Small,True,Twitter
Feraligatr,False,False,High,Small,True,Pixiv
Castform,False,False,High,Small,True,Pixiv
Palpitoad,True,False,High,Large,True,Twitter
Fletchling,False,True,High,Small,True,Pixiv
Gible,False,False,Low,Large,False,Pixiv
Remoraid,False,True,Low,Small,False,Pixiv
Gengar,True,True,Low,Large,True,Pixiv
Lairon,False,False,High,Small,False,Pixiv
Aromatisse,False,False,Low,Small,False,Twitter
Zapdos,False,False,High,Large,False,Twitter
Pupitar,False,False,High,Large,False,Pixiv
Cleffa,False,False,Low,Small,True,Twitter
Celebi,False,True,Low,Small,True,Pixiv
Stunky,False,True,Low,Large,False,Pixiv
Boldore,False,True,Low,Large,True,Twitter
Magmar,False,True,High,Small,False,Twitter
Jynx,True,False,Low,Large,True,Twitter
Breloom,False,False,High,Small,False,Twitter
Lunatone,False,True,High,Small,True,Pixiv
Crabrawler,False,False,Low,Small,False,Pixiv
Mime Jr.,False,False,Low,Large,False,Pixiv
Panpour,False,False,Low,Large,False,Pixiv
Togedemaru,False,True,Low,Large,True,Pixiv
Pancham,False,False,Low,Small,False,Pixiv
Druddigon,True,True,Low,Small,False,Pixiv
Audino,False,False,Low,Large,False,Pixiv
Charmander,True,False,High,Large,False,Pixiv
Chespin,False,False,Low,Large,True,Pixiv
Timburr,False,False,Low,Small,True,Pixiv
Crabominable,False,False,Low,Small,False,Pixiv
Bounsweet,False,False,Low,Large,True,Pixiv
Spinda,False,False,Low,Small,False,Twitter
Gorebyss,False,False,High,Small,True,Pixiv
Ducklett,False,False,High,Large,False,Pixiv
Happiny,False,False,Low,Small,True,Pixiv
Fennekin,False,False,Low,Small,False,Pixiv
Pinsir,False,True,Low,Large,True,Twitter
Amoonguss,False,False,Low,Small,True,Twitter
Togekiss,False,False,Low,Large,True,Twitter
Eelektrik,False,True,Low,Small,False,Pixiv
Lopunny,False,True,High,Small,False,Twitter
Marshtomp,False,True,Low,Large,True,Twitter
Chesnaught,False,False,High,Large,False,Twitter
Hawlucha,False,False,High,Small,True,Pixiv
Sharpedo,False,True,Low,Small,False,Twitter
Mudbray,False,False,Low,Small,False,Pixiv
Machamp,False,False,Low,Small,False,Twitter
Metang,False,True,Low,Small,True,Pixiv
Diglett,False,False,High,Large,False,Twitter
Voltorb,False,False,Low,Large,True,Twitter
Moltres,False,False,Low,Large,True,Twitter
Meditite,False,False,High,Small,False,Pixiv
Moltres,False,False,Low,Small,True,Pixiv
Vaporeon,False,True,High,Large,True,Pixiv
Dragalge,False,False,Low,Small,False,Pixiv
Riolu,False,False,Low,Large,True,Pixiv
Alomomola,False,True,High,Small,False,Twitter
Medicham,False,False,High,Small,False,Pixiv
Fearow,False,False,Low,Small,False,Twitter
Aron,False,True,High,Large,True,Pixiv
Vulpix,True,False,High,Small,True,Pixiv
Magnemite,False,False,High,Large,False,Twitter
Lumineon,False,False,Low,Small,True,Pixiv
Squirtle,False,False,Low,Small,False,Twitter
Tapu Fini,False,False,Low,Large,True,Pixiv
Shedinja,False,False,Low,Large,False,Twitter
Beartic,False,False,High,Large,True,Pixiv
Finneon,False,True,Low,Large,True,Pixiv
Weepinbell,False,False,Low,Large,False,Pixiv
Maractus,False,False,Low,Large,True,Pixiv
Dragonair,False,False,Low,Small,True,Pixiv
Arbok,False,False,Low,Small,False,Twitter
Gourgeist,False,True,Low,Small,False,Pixiv
Slowpoke,False,False,High,Small,True,Pixiv
Espeon,False,False,Low,Small,False,Twitter
Cyndaquil,True,True,Low,Large,True,Pixiv
Chandelure,False,False,High,Small,False,Twitter
Snover,False,False,Low,Small,True,Pixiv
Virizion,False,False,Low,Large,True,Pixiv
Vaporeon,False,False,High,Large,True,Pixiv
Seadra,True,False,High,Large,True,Twitter
Pidgeotto,False,False,High,Small,True,Pixiv
Bronzor,True,False,Low,Small,False,Twitter
Crabrawler,False,False,High,Small,False,Twitter
Gumshoos,False,False,Low,Large,False,Pixiv
Budew,False,False,Low,Small,False,Twitter
Sandile,False,False,Low,Large,False,Twitter
Samurott,False,False,Low,Large,True,Pixiv
Mamoswine,False,True,High,Large,True,Pixiv
Ralts,False,False,Low,Large,False,Pixiv
Scraggy,False,False,Low,Small,True,Pixiv
Bulbasaur,True,False,Low,Small,True,Pixiv
Chatot,False,False,Low,Large,False,Pixiv
Tapu Fini,False,False,Low,Large,False,Pixiv
Pikipek,False,False,High,Small,True,Twitter
Riolu,False,False,High,Small,False,Twitter
Cryogonal,False,True,Low,Small,False,Pixiv
Lampent,False,False,High,Small,True,Twitter
Stoutland,False,False,High,Small,True,Pixiv
Salamence,False,False,High,Large,True,Twitter
Vulpix,True,True,High,Small,True,Pixiv
Surskit,False,False,Low,Large,False,Twitter
Flabébé,False,True,High,Small,True,Pixiv
Monferno,False,False,Low,Large,True,Pixiv
Kakuna,False,False,High,Large,False,Pixiv
Cradily,False,False,Low,Large,False,Twitter
Quilladin,False,False,Low,Small,True,Twitter
Squirtle,True,True,Low,Large,True,Pixiv
Klink,False,False,Low,Large,True,Pixiv
Mew,True,False,High,Small,True,Pixiv
Ursaring,False,False,Low,Large,True,Twitter
Paras,False,True,Low,Large,True,Twitter
Noivern,False,False,High,Large,True,Pixiv
Entei,False,False,High,Large,False,Pixiv
Squirtle,True,False,Low,Small,False,Pixiv
Doduo,False,False,Low,Small,False,Twitter
Cutiefly,False,False,Low,Small,False,Twitter
Tepig,False,False,Low,Small,True,Pixiv
Necrozma,False,False,High,Large,False,Twitter
Dragonite,False,False,Low,Large,True,Pixiv
Sceptile,False,True,Low,Large,True,Pixiv
Shelgon,False,False,High,Large,False,Pixiv
Tyrantrum,False,False,Low,Large,False,Twitter
Hitmonlee,False,False,High,Large,False,Twitter
Psyduck,False,False,High,Small,True,Pixiv
Masquerain,False,False,Low,Small,True,Pixiv
Tyrogue,False,False,Low,Small,False,Pixiv
Sandshrew,False,False,High,Small,False,Pixiv
Slakoth,True,False,Low,Large,True,Twitter
Finneon,False,False,Low,Large,True,Pixiv
Tangela,True,False,Low,Large,False,Twitter
Noivern,False,False,High,Small,False,Pixiv
Wormadam,False,False,Low,Small,False,Pixiv
Horsea,False,True,Low,Large,True,Pixiv
Swinub,False,True,Low,Large,False,Twitter
Mew,True,True,Low,Large,True,Pixiv
Hariyama,False,False,Low,Small,False,Twitter
Kyurem,False,False,Low,Large,True,Pixiv
Froslass,False,False,Low,Small,False,Pixiv
Tympole,False,False,Low,Large,False,Pixiv
Meowstic,False,False,Low,Small,False,Pixiv
Zweilous,False,False,Low,Large,True,Twitter
Gyarados,False,False,Low,Large,True,Twitter
Deerling,False,True,High,Large,False,Twitter
Gumshoos,False,False,Low,Large,True,Twitter
Mew,True,False,Low,Large,False,Twitter
Electivire,False,False,High,Small,False,Pixiv
Spiritomb,False,False,High,Small,False,Twitter
Spearow,False,False,High,Large,False,Twitter
Hydreigon,False,False,High,Large,True,Twitter
Yanma,False,True,Low,Small,True,Pixiv
Budew,False,False,High,Large,False,Pixiv
Aron,False,False,Low,Large,True,Twitter
Kecleon,False,False,High,Small,True,Pixiv
Musharna,False,False,High,Large,False,Pixiv
Dragalge,True,True,Low,Small,False,Twitter
Snubbull,False,False,High,Small,False,Pixiv
Bewear,False,True,Low,Large,False,Pixiv
Ekans,False,False,Low,Small,False,Twitter
Chinchou,False,False,High,Large,True,Pixiv
Yveltal,False,False,Low,Small,True,Pixiv
Dewpider,False,False,Low,Large,False,Pixiv
Archeops,False,True,High,Small,False,Pixiv
Electrode,False,False,Low,Small,False,Pixiv
Exeggcute,False,False,Low,Small,True,Pixiv
