pokemon_names,raw_rankings,poke_tiers,famous_artist,photo_brightness_level,photo_depth_of_field ,is_pokemon_larger_than_a_burrito,cute_classification_conv_net_feature_14,cute_classification_conv_net_feature_26,photo_night_or_day
Goldeen ,4.3769529138805545,S,true,high,low,true,non-zero,zero,night
Farfetch'd ,3.5789917038700256,S,true,low,high,true,non-zero,zero,night
Hitmonchan ,3.2549635858447115,A,true,low,low,true,non-zero,non-zero,night
Seadra ,2.173868566571793,B,true,low,high,true,non-zero,zero,day
Zubat ,1.3860173479853601,C,false,low,low,true,non-zero,non-zero,day
Krabby ,4.5,S,true,low,low,true,zero,zero,day
Electabuzz ,3.8910915947617877,S,false,high,low,true,non-zero,zero,day
Clefairy ,4.408752203816319,S,true,low,low,true,zero,non-zero,day
Ponyta ,3.993262448316752,S,true,high,high,true,zero,zero,night
Weepinbell ,1.7892094416518656,B,false,high,low,true,non-zero,zero,day
Dugtrio ,2.69061985056085,A,false,low,low,true,zero,non-zero,night
Poliwag ,4.009082189670368,S,true,high,high,true,zero,zero,night
Primeape ,3.8578539407998793,S,false,high,high,true,zero,non-zero,day
Marowak ,4.5,S,false,low,high,true,non-zero,zero,day
Butterfree ,2.6776567078550397,A,false,low,high,true,zero,non-zero,night
Onix ,2.620856775737472,A,false,low,low,true,non-zero,zero,day
Poliwrath ,4.083371523219455,S,false,low,high,true,non-zero,zero,day
Kakuna ,0.5898207194777636,C,false,low,low,true,non-zero,non-zero,night
Golbat ,2.09739152878407,B,true,low,high,true,non-zero,non-zero,night
Machop ,4.5,S,true,high,low,true,zero,non-zero,day
Magikarp ,2.552980135436965,A,false,low,high,true,zero,zero,night
Charmander ,4.5,S,true,high,high,true,non-zero,non-zero,night
Gengar ,3.1618066944110113,A,true,low,low,true,non-zero,non-zero,night
Gastly ,3.0922023263630574,A,false,high,low,true,zero,zero,night
Gengar ,2.597825436041999,A,false,low,high,true,non-zero,zero,night
Cubone ,4.166997973972151,S,false,high,high,true,zero,zero,day
Marowak ,3.6765319968792736,S,false,low,low,true,zero,non-zero,day
Paras ,2.6509928688569278,A,false,low,high,true,non-zero,zero,night
Starmie ,4.5,S,false,low,low,true,zero,non-zero,night
Poliwrath ,4.5,S,false,low,low,true,zero,non-zero,night
Venonat ,2.481326322176484,B,true,low,high,true,zero,non-zero,day
Mr. Mime ,2.529998724242417,A,true,high,high,true,non-zero,non-zero,day
Rapidash ,3.059291555376502,A,true,high,high,true,non-zero,zero,day
Starmie ,3.606433777140067,S,false,high,low,true,zero,zero,night
Seaking ,4.5,S,false,low,low,true,non-zero,zero,night
Golbat ,3.214483109425571,A,false,high,low,true,zero,zero,day
Aerodactyl ,4.372433791633804,S,false,low,low,true,non-zero,zero,day
Pidgeotto ,2.88363122488202,A,true,low,low,true,zero,zero,night
Machop ,4.230891818076367,S,false,high,low,true,non-zero,non-zero,night
Magmar ,2.73638693766059,A,false,high,high,true,non-zero,non-zero,night
Onix ,3.174619635835201,A,false,high,high,true,zero,zero,day
Nidoran♂ ,4.5,S,true,high,high,true,zero,non-zero,night
Dewgong ,3.4973255878506104,A,false,high,high,true,zero,non-zero,night
Aerodactyl ,3.7202313857031797,S,true,high,low,true,non-zero,non-zero,night
Nidoking ,1.7982298880076693,B,false,high,high,true,non-zero,non-zero,day
Zubat ,1.2499647216440641,C,false,low,low,true,non-zero,non-zero,day
Diglett ,4.1586697164047015,S,false,high,high,False,non-zero,non-zero,night
Haunter ,2.8052115509525946,A,true,low,high,true,non-zero,non-zero,night
Squirtle ,4.205818919504306,S,true,low,high,true,non-zero,non-zero,day
Onix ,2.6804263081703574,A,false,high,low,true,non-zero,non-zero,day
Bellsprout ,3.171596781566732,A,true,low,low,true,zero,zero,day
Dugtrio ,2.5926470951765603,A,false,low,high,true,zero,zero,night
Parasect ,1.2331783747911362,C,false,high,low,true,zero,non-zero,day
Pidgeot ,0.5,C,false,low,high,true,non-zero,non-zero,night
Onix ,2.369219351072687,B,true,high,low,true,zero,non-zero,night
Dratini ,4.5,S,true,low,high,true,zero,non-zero,day
Articuno ,4.5,S,true,low,low,true,zero,zero,day
Dugtrio ,3.8464953552362293,S,false,high,low,true,non-zero,non-zero,day
Pinsir ,2.1894885816100467,B,false,high,low,true,non-zero,zero,day
Muk ,2.230624340479029,B,false,high,high,true,zero,non-zero,day
Paras ,3.475941950196555,A,false,high,high,true,non-zero,non-zero,night
Magneton ,1.4347497587006506,C,false,low,low,true,non-zero,non-zero,day
Onix ,3.119458327428792,A,true,high,high,true,non-zero,zero,day
Onix ,1.4856991858803106,C,false,high,low,true,non-zero,non-zero,day
Alakazam ,0.7804226995013024,C,false,low,low,true,non-zero,non-zero,night
Ponyta ,2.2222239798843,B,false,low,high,true,zero,zero,night
Vileplume ,3.6942933506083113,S,false,low,low,true,non-zero,zero,night
Golduck ,3.741213500585906,S,false,high,low,true,non-zero,non-zero,night
Cubone ,4.5,S,false,low,high,true,non-zero,non-zero,night
Meowth ,2.359711715281002,B,false,low,high,true,non-zero,non-zero,day
Golbat ,1.860657552325019,B,false,low,low,true,zero,zero,night
Lapras ,4.126668458852306,S,false,low,high,true,zero,non-zero,day
Omanyte ,4.345650992676198,S,true,low,high,true,zero,non-zero,night
Cubone ,3.8387610629756965,S,true,low,high,true,zero,zero,day
Haunter ,3.8626482886702505,S,true,low,low,true,non-zero,non-zero,night
Machamp ,0.5180706838851692,C,false,low,low,true,non-zero,non-zero,day
Gengar ,1.9097493740267404,B,false,high,high,true,non-zero,non-zero,night
Porygon ,2.654062258725147,A,false,high,high,true,zero,non-zero,night
Doduo ,2.3443066948659856,B,false,low,low,true,zero,zero,day
Metapod ,2.231486844684621,B,true,low,low,true,non-zero,zero,night
Dugtrio ,2.4556311771513615,B,false,high,high,true,zero,non-zero,day
Kakuna ,2.075763854800586,B,true,high,high,true,non-zero,non-zero,day
Cloyster ,4.5,S,false,high,low,true,zero,zero,day
Starmie ,4.1970573904753055,S,false,high,high,true,non-zero,non-zero,day
Dragonite ,3.2695258687568773,A,false,low,high,true,zero,non-zero,night
Venusaur ,2.7044865039141883,A,true,high,high,true,zero,non-zero,night
Exeggutor ,3.6345261060515606,S,false,low,low,true,zero,non-zero,day
Clefairy ,3.897766021269216,S,false,low,low,true,non-zero,zero,night
Dodrio ,1.3361241208784576,C,false,low,low,true,non-zero,non-zero,night
Nidoking ,2.1927457473464322,B,true,low,high,true,non-zero,non-zero,night
Dragonite ,4.5,S,true,high,high,true,non-zero,non-zero,night
Dragonair ,4.5,S,false,low,low,true,zero,zero,day
Raticate ,3.4236471462893787,A,false,high,high,true,zero,zero,day
Scyther ,1.6084857177546739,B,false,low,low,true,non-zero,non-zero,night
Omanyte ,3.244809773456199,A,false,low,high,true,zero,zero,day
Seel ,4.5,S,true,low,high,true,non-zero,non-zero,day
Rapidash ,2.8911083395075656,A,true,high,high,true,zero,zero,night
Zapdos ,4.5,S,true,low,high,true,non-zero,zero,day
Zubat ,2.6919192032783505,A,false,low,low,true,zero,non-zero,day
Dugtrio ,2.682181762804331,A,true,high,low,true,non-zero,zero,day
Kakuna ,2.9704550955986058,A,false,high,high,true,zero,non-zero,day
Spearow ,3.2297581611188515,A,true,low,high,true,non-zero,non-zero,day
Gyarados ,4.1922619743822125,S,true,low,high,true,non-zero,zero,night
Articuno ,3.8071858009938593,S,false,high,low,true,non-zero,zero,night
Exeggutor ,2.3475307119542936,B,false,high,low,true,zero,non-zero,day
Mankey ,4.5,S,false,high,low,true,non-zero,non-zero,day
Hitmonchan ,2.299540465122373,B,false,high,low,true,non-zero,non-zero,night
Charmander ,4.5,S,false,low,low,true,zero,zero,night
Haunter ,2.6085741194604815,A,false,high,high,true,zero,zero,night
Pidgey ,2.760034145665583,A,true,high,low,true,zero,non-zero,night
Rhydon ,3.543059179605545,S,true,high,low,true,non-zero,zero,night
Snorlax ,0.8877499116295247,C,false,high,low,true,non-zero,non-zero,night
Raticate ,4.5,S,true,high,high,true,non-zero,zero,night
Charmeleon ,4.216513019934445,S,true,low,high,true,non-zero,zero,day
Ekans ,3.348035227108132,A,false,low,low,true,zero,non-zero,night
Electrode ,3.084343375471304,A,true,high,high,true,zero,zero,night
Golem ,4.5,S,true,low,high,true,zero,zero,day
Mr. Mime ,3.6641701661151855,S,false,low,high,true,zero,non-zero,night
Omanyte ,4.5,S,true,high,high,true,non-zero,non-zero,night
Poliwhirl ,4.5,S,true,low,high,true,non-zero,non-zero,night
Seel ,3.94104137611422,S,true,high,low,true,zero,zero,day
Victreebel ,3.249334086635398,A,true,high,low,true,non-zero,zero,day
Articuno ,2.5347567478165898,A,false,low,high,true,non-zero,zero,night
Nidorina ,2.1988853447918486,B,false,low,low,true,zero,non-zero,day
Poliwrath ,4.010693632132907,S,false,high,low,true,zero,non-zero,day
Kingler ,4.5,S,false,low,low,true,non-zero,non-zero,day
Golem ,4.5,S,false,low,high,true,non-zero,non-zero,day
Tangela ,2.86123803468864,A,true,high,high,true,zero,non-zero,night
Rattata ,3.6956169783359867,S,false,high,low,true,zero,zero,day
Golduck ,4.5,S,true,low,low,true,non-zero,non-zero,day
Gengar ,0.8928290791177851,C,false,high,high,true,zero,non-zero,night
Psyduck ,3.705405860132272,S,true,high,high,true,zero,non-zero,night
Omastar ,3.632291893435184,S,false,high,high,true,zero,non-zero,day
Goldeen ,4.5,S,false,low,high,true,non-zero,zero,day
Ekans ,3.077760995923825,A,false,high,high,true,non-zero,zero,night
Psyduck ,3.7021688503575394,S,false,low,high,true,zero,zero,night
Golem ,2.1304028620301976,B,true,low,high,true,zero,non-zero,day
Onix ,4.5,S,false,low,high,true,non-zero,non-zero,night
Lapras ,3.8229661538017714,S,true,low,low,true,non-zero,zero,night
Clefable ,3.7903968971695616,S,false,high,low,true,zero,non-zero,night
Arbok ,3.0678209543326416,A,true,high,low,true,zero,zero,day
Gengar ,3.159674561451559,A,false,low,high,true,zero,non-zero,day
Rhyhorn ,4.5,S,false,high,low,true,zero,zero,night
Golbat ,2.0500834790990865,B,false,low,low,true,zero,non-zero,day
Pinsir ,2.434332040732435,B,true,high,high,true,zero,non-zero,night
Bellsprout ,1.6233463161075998,B,true,high,high,true,zero,non-zero,day
Seadra ,3.555340526427739,S,false,high,low,true,zero,non-zero,day
Pinsir ,1.9493860648041597,B,true,low,high,true,non-zero,non-zero,night
Clefable ,3.364032176758876,A,false,low,low,true,non-zero,zero,night
Golbat ,1.504702738379783,B,true,high,low,true,non-zero,non-zero,night
Graveler ,4.08000980626833,S,false,high,high,true,zero,zero,night
Golbat ,2.6070090357335944,A,false,low,low,true,non-zero,zero,day
Poliwrath ,3.994050465955154,S,false,high,low,true,zero,zero,day
Ditto ,1.5276543474916509,B,false,high,high,true,non-zero,non-zero,night
Horsea ,3.2652028882974604,A,true,low,low,true,non-zero,non-zero,night
Gengar ,2.3719444432081986,B,false,low,low,true,non-zero,non-zero,night
Dewgong ,3.6986587695468014,S,false,high,low,true,non-zero,non-zero,night
Pidgey ,3.2931903067005606,A,false,low,high,true,zero,zero,night
Bulbasaur ,2.9755846566227975,A,true,high,high,true,zero,non-zero,day
Wartortle ,4.5,S,false,low,low,true,zero,zero,day
Pidgeot ,0.5,C,false,low,high,true,non-zero,non-zero,day
Raticate ,0.6098738751738821,C,false,low,low,true,non-zero,non-zero,night
Jolteon ,2.9595006321089072,A,false,high,low,true,zero,non-zero,day
Golbat ,2.824902416696708,A,true,high,high,true,zero,non-zero,day
Meowth ,2.3107653465425635,B,false,low,low,true,non-zero,non-zero,night
Nidoran♀ ,2.9237512009480136,A,false,high,low,true,zero,zero,night
Golduck ,3.9244672009598207,S,true,low,low,true,non-zero,non-zero,day
Jolteon ,2.6670457156496354,A,false,low,low,true,non-zero,zero,day
Growlithe ,4.461545249532072,S,false,low,low,true,non-zero,zero,day
Haunter ,3.1991426719126763,A,false,high,low,true,zero,zero,night
Venonat ,4.11344953884884,S,true,low,low,true,non-zero,non-zero,day
Kabutops ,3.6945905809896864,S,false,high,high,true,non-zero,zero,night
Aerodactyl ,3.6348228014834523,S,false,low,low,true,non-zero,non-zero,night
Gastly ,2.093225974469255,B,false,high,high,true,zero,non-zero,night
Psyduck ,4.463353991914127,S,false,high,low,true,non-zero,zero,day
Ekans ,2.12516610426242,B,false,high,low,true,zero,non-zero,night
Zubat ,0.6991627112534085,C,false,high,high,true,non-zero,non-zero,day
Diglett ,3.2711400898573646,A,true,high,low,False,non-zero,non-zero,night
Dratini ,0.5,C,false,low,low,true,zero,non-zero,night
Diglett ,2.927140564467423,A,true,high,high,False,non-zero,non-zero,night
Nidoran♂ ,4.3894966785196985,S,false,low,low,true,zero,non-zero,night
Nidorino ,0.9721140260416621,C,false,high,low,true,zero,zero,day
Ninetales ,3.729090382901347,S,true,high,low,true,non-zero,zero,night
Venomoth ,1.2439502479354407,C,false,high,high,true,zero,non-zero,day
Hitmonchan ,3.12543794117075,A,true,high,high,true,zero,non-zero,day
Lapras ,4.048239847157607,S,false,low,high,true,zero,non-zero,night
Doduo ,1.4201032014024964,C,false,low,high,true,non-zero,non-zero,day
Weepinbell ,3.3823185274633882,A,false,low,low,true,zero,zero,day
Arbok ,1.7810079618005301,B,false,low,high,true,zero,non-zero,night
Diglett ,2.947840438039158,A,false,low,high,False,non-zero,non-zero,day
Alakazam ,2.288818674271019,B,false,low,low,true,non-zero,non-zero,night
Pidgey ,2.1847851685015423,B,true,low,high,true,non-zero,non-zero,day
Drowzee ,3.4413393385457898,A,false,low,high,true,zero,non-zero,night
Articuno ,4.1246129445183755,S,true,high,low,true,non-zero,non-zero,day
Cloyster ,4.5,S,false,high,high,true,non-zero,non-zero,day
Dewgong ,2.2336974764831554,B,false,low,high,true,zero,non-zero,day
Porygon ,2.1557075180907885,B,true,high,low,true,zero,non-zero,day
Magnemite ,2.9324625843649557,A,true,high,high,true,non-zero,non-zero,day
Rattata ,2.4511693549716345,B,true,high,high,true,zero,non-zero,day
Haunter ,1.602207146537445,B,false,low,high,true,non-zero,non-zero,night
Dugtrio ,4.5,S,false,low,high,true,non-zero,zero,night
Flareon ,3.6947653391455244,S,false,high,low,true,zero,non-zero,night
Onix ,2.6074195605428643,A,true,high,low,true,non-zero,non-zero,day
Diglett ,2.6330128831697053,A,true,high,low,False,zero,non-zero,night
Nidoran♂ ,2.3575460408115423,B,true,low,low,true,zero,non-zero,night
Flareon ,3.4253091531818427,A,true,high,high,true,non-zero,zero,night
Golbat ,3.410461440710202,A,true,low,high,true,non-zero,zero,night
Nidorina ,3.864707075229526,S,false,high,high,true,zero,non-zero,night
Haunter ,1.53307581470134,B,false,high,low,true,non-zero,non-zero,night
Tauros ,3.4839135450373844,A,false,low,high,true,zero,zero,night
Arbok ,3.487765882463493,A,true,low,low,true,zero,non-zero,day
Nidoqueen ,2.7874905234838163,A,true,low,low,true,non-zero,non-zero,night
Onix ,0.9609242988252267,C,false,high,low,true,zero,non-zero,night
Exeggcute ,2.0013091148059883,B,false,low,low,true,zero,non-zero,day
Flareon ,3.717804717758946,S,true,high,low,true,zero,non-zero,day
Moltres ,4.5,S,true,high,low,true,zero,non-zero,night
Ivysaur ,2.0090248925103,B,false,low,high,true,zero,non-zero,day
Rapidash ,1.8167363902922806,B,false,high,high,true,zero,non-zero,night
Diglett ,3.67606549822762,S,false,low,low,False,zero,zero,night
Raticate ,3.1761070994343448,A,false,high,high,true,zero,non-zero,night
Hitmonlee ,1.6303779103131726,B,false,high,low,true,zero,non-zero,day
Cloyster ,3.7339704709042607,S,false,high,high,true,non-zero,non-zero,day
Bulbasaur ,1.424168382152808,C,false,high,high,true,zero,non-zero,night
Pinsir ,1.9267689079976815,B,false,low,low,true,non-zero,non-zero,day
Venonat ,2.6340868606542918,A,false,low,low,true,zero,zero,day
Golduck ,3.6571310193215725,S,false,low,low,true,non-zero,non-zero,day
Pidgeot ,2.4938028962918835,B,false,high,high,true,non-zero,non-zero,night
Magneton ,4.5,S,false,low,high,true,non-zero,non-zero,day
Gastly ,2.2106491923227147,B,false,low,high,true,non-zero,zero,night
Persian ,2.888489948857297,A,false,low,high,true,zero,zero,night
Ponyta ,0.583576800696838,C,false,low,high,true,zero,zero,day
Zubat ,1.8248928958421144,B,true,high,low,true,zero,non-zero,day
Gengar ,3.3952736842251405,A,true,high,high,true,zero,zero,night
Poliwag ,4.5,S,false,low,low,true,zero,non-zero,day
Dugtrio ,2.6696465708150936,A,true,low,high,true,zero,zero,day
Golbat ,2.398344358828619,B,false,low,low,true,non-zero,non-zero,night
Porygon ,3.239242315821004,A,true,low,low,true,zero,zero,night
Tangela ,3.230799946475087,A,false,low,low,true,non-zero,non-zero,day
Onix ,3.4131724870986435,A,false,high,low,true,non-zero,zero,day
Articuno ,3.600908637530384,S,true,low,low,true,zero,non-zero,night
Golbat ,2.6432120067597444,A,false,low,high,true,zero,non-zero,night
Golduck ,3.8510110623826077,S,false,high,high,true,non-zero,non-zero,night
Zubat ,1.1304658645711696,C,false,low,high,true,non-zero,non-zero,day
Arbok ,2.717965069245245,A,false,low,high,true,non-zero,non-zero,day
Jynx ,4.5,S,false,low,high,true,zero,non-zero,night
Vulpix ,4.5,S,true,high,low,true,non-zero,zero,day
Zubat ,1.821783036022582,B,false,high,high,true,non-zero,non-zero,day
Gastly ,2.527120143664695,A,false,high,low,true,zero,non-zero,day
Cloyster ,3.7731798723369874,S,true,high,low,true,non-zero,non-zero,night
Dugtrio ,2.987896268434958,A,false,low,high,true,non-zero,non-zero,day
Diglett ,2.6682823509901175,A,false,low,high,False,zero,non-zero,day
Psyduck ,3.5906580895637283,S,true,high,high,true,non-zero,non-zero,night
Dugtrio ,2.9372437904440383,A,false,high,low,true,non-zero,zero,day
Nidoran♀ ,3.454978832302312,A,true,low,low,true,non-zero,non-zero,day
Marowak ,3.814859649291545,S,true,low,high,true,non-zero,non-zero,night
Ivysaur ,1.4407858790829853,C,false,low,high,true,zero,non-zero,night
Nidoran♂ ,4.005992161122588,S,false,high,high,true,zero,zero,night
Onix ,2.37101869985864,B,false,high,low,true,non-zero,non-zero,day
Charmander ,4.473188996692303,S,false,high,low,true,non-zero,non-zero,night
Spearow ,3.121994568921149,A,false,low,low,true,zero,zero,day
Gengar ,3.240521592755304,A,true,high,high,true,non-zero,zero,day
Kakuna ,1.6264476102751864,B,false,low,high,true,zero,non-zero,day
Nidoking ,3.023519709078799,A,true,high,low,true,non-zero,non-zero,day
Bellsprout ,2.4068126791649895,B,false,low,high,true,non-zero,non-zero,day
Ninetales ,3.893775534509915,S,false,high,high,true,zero,non-zero,night
Exeggutor ,3.401961707204253,A,false,high,high,true,zero,non-zero,day
Dewgong ,3.816007436616133,S,true,low,high,true,zero,zero,day
Onix ,3.0095287646509337,A,false,low,low,true,zero,non-zero,night
Kabutops ,3.5356007581301365,S,false,low,high,true,non-zero,non-zero,day
Rhydon ,3.6524914491269356,S,false,high,low,true,non-zero,non-zero,day
Haunter ,2.9122140759895925,A,true,high,low,true,zero,zero,night
Nidorino ,3.030643470733693,A,true,low,low,true,zero,zero,night
Pikachu ,2.0059423294673535,B,false,high,low,true,zero,non-zero,day
Gloom ,1.8024338195410246,B,false,high,high,true,zero,non-zero,night
Nidorino ,2.7218899077832286,A,false,low,low,true,zero,non-zero,day
Ponyta ,3.767843256024857,S,false,high,low,true,non-zero,non-zero,night
Growlithe ,3.9853900642541102,S,true,low,low,true,non-zero,non-zero,night
Nidoran♀ ,1.4240977561933286,C,false,low,high,true,zero,non-zero,night
Dodrio ,4.5,S,true,high,low,true,zero,zero,night
Tentacruel ,4.5,S,true,high,high,true,zero,zero,day
Mankey ,3.7191406991732596,S,false,high,low,true,zero,non-zero,night
Nidoran♀ ,1.186456326240155,C,false,low,high,true,zero,non-zero,night
Squirtle ,4.229250901649608,S,false,low,high,true,zero,non-zero,day
Eevee ,4.273212208727599,S,true,low,high,true,non-zero,zero,day
Nidorino ,2.1063820234998696,B,false,high,high,true,non-zero,non-zero,night
Rhydon ,3.6282692485614714,S,false,low,high,true,non-zero,zero,night
Krabby ,4.5,S,false,high,low,true,non-zero,zero,day
Victreebel ,3.3942281603110196,A,true,low,low,true,non-zero,non-zero,night
Rapidash ,2.8149079117021163,A,false,low,high,true,zero,non-zero,day
Arcanine ,4.5,S,true,low,high,true,zero,zero,day
Butterfree ,2.866327445600327,A,false,high,low,true,zero,non-zero,day
Gengar ,2.4508837696106016,B,false,high,low,true,non-zero,non-zero,day
Nidoran♂ ,2.2435635357005133,B,true,low,high,true,zero,non-zero,night
Machoke ,3.274748736440004,A,false,low,low,true,non-zero,non-zero,day
Flareon ,4.5,S,false,low,low,true,zero,non-zero,night
Goldeen ,3.7577518983965277,S,false,low,low,true,zero,zero,night
Oddish ,1.5892461295337135,B,true,low,high,true,non-zero,non-zero,day
Kangaskhan ,3.2187912712898044,A,true,high,high,true,non-zero,zero,night
Gengar ,2.9398391112770756,A,true,high,high,true,non-zero,zero,day
Tentacruel ,4.174553008815647,S,false,high,high,true,non-zero,non-zero,day
Alakazam ,2.3787457149650444,B,true,high,high,true,non-zero,non-zero,day
Scyther ,1.0935903805285143,C,false,low,high,true,non-zero,non-zero,night
Haunter ,3.1070040692370995,A,true,low,high,true,zero,zero,night
Kabuto ,4.142242049663746,S,true,low,high,true,non-zero,non-zero,night
Beedrill ,2.807354250651649,A,false,high,high,true,non-zero,zero,night
Dragonair ,2.151131816678487,B,true,low,high,true,non-zero,non-zero,night
Zubat ,0.5,C,false,high,high,true,zero,non-zero,night
Raichu ,1.3792141717499853,C,false,low,low,true,non-zero,non-zero,day
Dragonite ,4.5,S,false,low,high,true,zero,non-zero,day
Seadra ,4.3291958791631195,S,true,low,low,true,non-zero,zero,night
Porygon ,1.8217756442351147,B,false,low,low,true,zero,non-zero,day
Dratini ,4.5,S,false,high,high,true,zero,non-zero,night
Oddish ,1.3909539650045362,C,false,high,low,true,zero,non-zero,day
Ponyta ,3.4386391726079033,A,false,high,low,true,zero,zero,night
Snorlax ,3.858994642455455,S,false,high,high,true,non-zero,zero,day
Kangaskhan ,2.9062878740282825,A,false,high,low,true,zero,zero,night
Haunter ,2.4678669422172645,B,false,high,high,true,zero,non-zero,day
Ekans ,3.230096928256531,A,false,high,low,true,non-zero,non-zero,day
Gengar ,3.0971309440862806,A,true,high,low,true,non-zero,zero,day
Moltres ,4.311787901495676,S,true,high,high,true,non-zero,non-zero,day
Weedle ,3.267054202253647,A,true,low,high,true,zero,non-zero,night
Tentacruel ,3.872370783194063,S,false,low,high,true,zero,zero,day
Zubat ,4.440500304300966,S,true,low,low,true,non-zero,non-zero,day
Voltorb ,1.7458290702528017,B,true,low,low,true,non-zero,non-zero,day
Diglett ,1.7841784791769086,B,false,low,low,False,zero,non-zero,night
Zubat ,1.789308881474594,B,true,low,high,true,zero,non-zero,night
Seaking ,4.198820868538686,S,false,high,high,true,non-zero,non-zero,day
Gengar ,3.446614165081658,A,true,high,low,true,non-zero,non-zero,night
Magikarp ,4.371414760981861,S,false,high,low,true,zero,non-zero,night
Gengar ,2.65611956558725,A,true,high,low,true,non-zero,zero,night
Nidorino ,3.146259523789908,A,false,low,low,true,non-zero,zero,night
Rapidash ,4.5,S,true,low,high,true,non-zero,non-zero,night
Diglett ,2.3807587256268596,B,false,high,high,False,zero,non-zero,night
Poliwhirl ,4.325575062843891,S,true,high,low,true,zero,zero,day
Tangela ,2.275869284404753,B,false,low,high,true,non-zero,non-zero,night
Nidorina ,1.1297397436171392,C,false,high,low,true,zero,zero,day
Venonat ,1.0759946700094118,C,false,high,high,true,non-zero,zero,day
Squirtle ,3.899474906777155,S,false,low,high,true,zero,non-zero,day
Oddish ,1.3257222046141137,C,false,low,high,true,zero,non-zero,night
Pidgeotto ,2.532662238833292,A,false,low,high,true,zero,non-zero,day
Ponyta ,3.0635966374989407,A,false,high,low,true,zero,non-zero,day
Ivysaur ,1.1003113545690921,C,false,high,low,true,zero,non-zero,day
Horsea ,3.768869198694006,S,false,high,high,true,non-zero,non-zero,night
Kadabra ,4.5,S,false,low,high,true,zero,non-zero,night
Poliwhirl ,3.7104857801856808,S,true,low,high,true,zero,non-zero,night
Nidorina ,2.7877021254192638,A,false,high,high,true,non-zero,non-zero,night
Machoke ,4.5,S,false,high,high,true,zero,non-zero,night
Nidoqueen ,3.441558367444443,A,false,high,high,true,zero,zero,day
Magneton ,2.7561569894290594,A,true,low,low,true,zero,zero,night
Rapidash ,0.5,C,false,low,low,true,non-zero,non-zero,day
Rattata ,3.9041507634328,S,true,low,low,true,non-zero,zero,night
Machoke ,3.9245619538084844,S,false,low,low,true,zero,zero,night
Poliwhirl ,3.566372246408325,S,true,high,high,true,non-zero,zero,day
Nidoking ,2.6134880481997382,A,false,high,high,true,zero,non-zero,night
Dodrio ,4.5,S,false,low,low,true,zero,non-zero,day
Golbat ,3.2182301254356656,A,true,low,low,true,zero,zero,night
Machoke ,3.997437989955555,S,true,high,high,true,non-zero,zero,day
Golbat ,2.5110353241816887,A,true,low,high,true,zero,zero,day
Arcanine ,4.482422442008333,S,false,low,high,true,non-zero,zero,night
Rattata ,2.866434867957488,A,true,low,high,true,non-zero,zero,night
Zapdos ,4.093979006852701,S,false,low,high,true,zero,zero,night
Koffing ,3.3234752853293528,A,false,high,low,true,zero,zero,day
Onix ,3.2437407759831323,A,true,high,low,true,non-zero,zero,night
Jolteon ,3.422532026213636,A,true,high,high,true,non-zero,zero,day
Raichu ,3.929711151685368,S,false,low,high,true,non-zero,zero,day
Gengar ,1.7198372509757078,B,false,high,low,true,non-zero,non-zero,day
Spearow ,4.32030182587416,S,false,low,high,true,zero,zero,night
Pinsir ,4.5,S,true,high,high,true,non-zero,non-zero,day
Primeape ,3.4521177379905197,A,false,high,high,true,zero,zero,day
Mankey ,2.0434244962135777,B,true,low,high,true,zero,non-zero,night
Lickitung ,3.1260959064133393,A,false,high,high,true,non-zero,zero,day
Raichu ,1.2888853927851394,C,false,low,low,true,non-zero,non-zero,day
Caterpie ,2.3981947753077515,B,false,low,high,true,non-zero,non-zero,night
Dodrio ,3.1965537294208306,A,true,high,low,true,zero,non-zero,day
Venonat ,0.6713680064724885,C,false,low,low,true,zero,non-zero,night
Golem ,4.5,S,true,low,low,true,non-zero,zero,night
Paras ,1.455800323597707,C,false,high,high,true,zero,non-zero,day
Gloom ,2.261404160918724,B,true,high,high,true,non-zero,non-zero,night
Onix ,3.2666729485899624,A,true,high,low,true,non-zero,zero,night
Nidorina ,2.6228710929576566,A,false,low,high,true,zero,zero,night
Kakuna ,4.4225987030963845,S,true,low,high,true,zero,zero,day
Psyduck ,4.112242643160884,S,true,low,low,true,non-zero,zero,night
Clefable ,3.8200136645121443,S,false,low,high,true,zero,zero,night
Jolteon ,1.404188926561422,C,false,low,low,true,zero,non-zero,day
Jolteon ,3.544351503613366,S,true,low,low,true,zero,non-zero,night
Venonat ,1.1951626192727116,C,false,high,low,true,non-zero,non-zero,day
Zubat ,1.9094510487298229,B,false,low,low,true,zero,non-zero,day
Electrode ,1.766635745915386,B,false,low,low,true,non-zero,non-zero,night
Rhyhorn ,3.6073132715703258,S,true,high,high,true,zero,zero,day
Wartortle ,3.8339772353570396,S,false,low,low,true,zero,non-zero,night
Tauros ,2.0867532568931386,B,false,low,high,true,non-zero,non-zero,night
Dugtrio ,3.1409881215358393,A,false,low,high,true,non-zero,non-zero,day
Farfetch'd ,1.2511564715965997,C,false,high,high,true,zero,non-zero,day
Seaking ,4.1942401941440615,S,false,high,low,true,non-zero,zero,night
Spearow ,2.495166134143559,B,false,high,high,true,non-zero,non-zero,night
Exeggcute ,3.90418975742462,S,false,high,high,true,non-zero,zero,day
Cloyster ,4.050582782188062,S,true,low,high,true,zero,non-zero,day
Magmar ,3.8091060719207537,S,true,high,low,true,non-zero,non-zero,night
